code,name_vi,name_en
R63.0,Chán ăn [lười ăn],Anorexia
R63.1,Chứng khát nước nhiều,Polydipsia
R63.2,Đói quá mức,Polyphagia
R63.3,Khó khăn và/hoặc quản lý kém về cho ăn,Feeding difficulties and mismanagement
R63.4,Giảm cân bất thường,Abnormal weight loss
R63.5,Tăng cân bất thường,Abnormal weight gain
R63.6,Ăn uống không đủ thực phẩm và/hoặc nước uống,Insufficient intake of food and water
R63.8,Triệu chứng và/hoặc dấu hiệu khác liên quan đến ăn uống thức ăn và/hoặc đồ uống,Other symptoms and signs concerning food and fluid intake
R64,Suy mòn,Cachexia
R65,Hội chứng đáp ứng viêm hệ thống [SIRS],Systemic Inflammatory Response Syndrome [SIRS]
R65.0,Hội chứng đáp ứng viêm hệ thống do nhiễm trùng không kèm suy tạng,Systemic Inflammatory Response Syndrome of infectious origin without organ failure
R65.1,Hội chứng đáp ứng viêm hệ thống do nhiễm trùng có kèm suy tạng,Systemic Inflammatory Response Syndrome of infectious origin with organ failure
R65.2,Hội chứng đáp ứng viêm hệ thống không do nhiễm trùng không kèm suy tạng,Systemic Inflammatory Response Syndrome of non- infectious origin without organ failure
R65.3,Hội chứng đáp ứng viêm hệ thống không do nhiễm trùng có kèm suy tạng,Systemic Inflammatory Response Syndrome of non- infectious origin with organ failure
R65.9,"Hội chứng đáp ứng viêm hệ thống, không xác định","Systemic Inflammatory Response Syndrome, unspecified"
R68,Triệu chứng và/hoặc dấu hiệu toàn thể khác,Other general symptoms and signs
R68.0,"Hạ thân nhiệt, không liên quan đến nhiệt độ môi trường thấp","Hypothermia, not associated with low environmental temperature"
R68.1,Triệu chứng không cụ thể đặc trưng của trẻ sơ sinh,Nonspecific symptoms peculiar to infancy
R68.2,"Chứng khô miệng, không xác định","Dry mouth, unspecified"
R68.3,Ngón tay dùi trống,Clubbing of fingers
R68.8,Triệu chứng và/hoặc dấu hiệu toàn thể xác định khác,Other specified general symptoms and signs
R69,Nguyên nhân mắc bệnh không xác định và/hoặc không rõ,Unknown and unspecified causes of morbidity
R70,Tăng tốc độ lắng hồng cầu và/hoặc độ nhớt huyết tương bất thường,Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity
R70.0,Tăng tốc độ lắng hồng cầu,Elevated erythrocyte sedimentation rate
R70.1,Độ nhớt huyết tương bất thường,Abnormal plasma viscosity
R71,Bất thường về hồng cầu,Abnormality of red blood cells
R72,"Bất thường bạch cầu, không phân loại mục khác","Abnormality of white blood cells, not elsewhere classified"
R73,Tăng nồng độ đường huyết,Elevated blood glucose level
R73.0,Xét nghiệm dung nạp đường bất thường,Abnormal glucose tolerance test
R73.9,"Tăng đường huyết, không xác định","Hyperglycaemia, unspecified"
R74,Nồng độ enzym huyết thanh bất thường,Abnormal serum enzyme levels
R74.0,Tăng nồng độ enzyme tranzaminase và/hoặc nồng độ acid lactic dehydrogenase (LDH),Elevation of levels of transaminase and lactic acid dehydrogenase [LDH]
R74.8,Nồng độ enzym huyết thanh khác bất thường,Abnormal levels of other serum enzymes
R74.9,"Nồng độ enzym huyết thanh bất thường, không xác định",Abnormal level of unspecified serum enzyme
R75,Bằng chứng cận lâm sàng của virus gây suy giảm miễn dịch ở người [HIV],Laboratory evidence of human immunodeficiency virus [HIV]
R76,Phát hiện miễn dịch khác bất thường trong huyết thanh,Other abnormal immunological findings in serum
R76.0,Tăng độ chuẩn kháng thể,Raised antibody titre
R76.1,Phản ứng xét nghiệm tuberculin bất thường,Abnormal reaction to tuberculin test
R76.2,Xét nghiệm huyết thanh dương tính giả với giang mai,False-positive serological test for syphilis
R76.8,Phát hiện miễn dịch bất thường xác định khác trong huyết thanh,Other specified abnormal immunological findings in serum
R76.9,"Phát hiện miễn dịch bất thường trong huyết thanh, không xác định","Abnormal immunological finding in serum, unspecified"
R77,Bất thường khác của protein huyết tương,Other abnormalities of plasma proteins
R77.0,Bất thường của albumin,Abnormality of albumin
R77.1,Bất thường của globulin,Abnormality of globulin
R77.2,Bất thường của alphafetoprotein,Abnormality of alphafetoprotein
R77.8,Bất thường xác định khác của protein huyết tương,Other specified abnormalities of plasma proteins
R77.9,"Bất thường của protein huyết tương, không xác định","Abnormality of plasma protein, unspecified"
R78,"Phát hiện ma túy và/hoặc chất khác, không thường có trong máu","Findings of drugs and other substances, not normally found in blood"
R78.0,"Phát hiện có cồn trong máu Nếu muốn, có thể",Finding of alcohol in blood
R78.1,Phát hiện có thuốc có nguồn gốc thuốc phiện trong máu,Finding of opiate drug in blood
R78.2,Phát hiện cocain trong máu,Finding of cocaine in blood
R78.3,Phát hiện chất gây ảo giác trong máu,Finding of hallucinogen in blood
R78.4,Phát hiện thuốc có khả năng gây nghiện khác trong máu,Finding of other drugs of addictive potential in blood
R78.5,Phát hiện thuốc hướng thần trong máu,Finding of psychotropic drug in blood
R78.6,Phát hiện tác nhân steroid trong máu,Finding of steroid agent in blood
R78.7,Phát hiện nồng độ kim loại nặng bất thường trong máu,Finding of abnormal level of heavy metals in blood
R78.8,"Phát hiện chất xác định khác, không thường có trong máu","Finding of other specified substances, not normally found in blood"
R78.9,"Phát hiện chất không xác định, không thường có trong máu","Finding of unspecified substance, not normally found in blood"
R79,Phát hiện sinh hóa máu bất thường khác,Other abnormal findings of blood chemistry
R79.0,Bất thường nồng độ khoáng chất trong máu,Abnormal level of blood mineral
R79.8,Phát hiện sinh hóa máu bất thường xác định khác,Other specified abnormal findings of blood chemistry
R79.9,"Phát hiện sinh hóa máu bất thường, không xác định","Abnormal finding of blood chemistry, unspecified"
R80,Protein niệu đơn độc,Isolated proteinuria Incl.: Albuminuria NOS
R81,Glucoza niệu,Glycosuria
R82,Phát hiện bất thường khác trong nước tiểu,Other abnormal findings in urine
R82.0,Dưỡng chấp niệu,Chyluria
R82.1,Myoglobin niệu,Myoglobinuria
R82.2,Đái sắc tố mật,Biliuria
R82.3,Đái huyết sắc tố [Haemoglobin niệu],Haemoglobinuria
R82.4,Aceton niệu,Acetonuria
R82.5,"Tăng nồng độ dược chất, thuốc điều trị và/hoặc sinh phẩm trong nước tiểu","Elevated urine levels of drugs, medicaments and biological substances"
R82.6,Nồng độ bất thường của chất có nguồn gốc chủ yếu không phải là thuốc,Abnormal urine levels of substances chiefly nonmedicinal as to source
R82.7,Phát hiện xét nghiệm vi sinh bất thường trong nước tiểu,Abnormal findings on microbiological examination of urine
R82.8,Phát hiện xét nghiệm tế bào và/hoặc mô học bất thường trong nước tiểu,Abnormal findings on cytological and histological examination of urine
R82.9,Phát hiện bất thường khác và/hoặc không xác định trong nước tiểu,Other and unspecified abnormal findings in urine
R83,Phát hiện bất thường trong dịch não tủy,Abnormal findings in cerebrospinal fluid
R83.0,"Phát hiện bất thường trong dịch não tủy, nồng độ enzym bất thường","Abnormal findings in cerebrospinal fluid, abnormal level of enzymes"
R83.1,"Phát hiện bất thường trong dịch não tủy, nồng độ nội tiết tố [hormon] bất thường","Abnormal findings in cerebrospinal fluid, abnormal level of hormones"
R83.2,"Phát hiện bất thường trong dịch não tủy, nồng độ dược chất, thuốc điều trị và/hoặc sinh phẩm bất thường","Abnormal findings in cerebrospinal fluid, abnormal level of other drugs, medicaments and biological substances"
R83.3,"Phát hiện bất thường trong dịch não tủy, nồng độ bất thường của chất có nguồn gốc chủ yếu không phải là thuốc","Abnormal findings in cerebrospinal fluid, abnormal level of substances chiefly nonmedicinal as to source"
R83.4,"Phát hiện bất thường trong dịch não tủy, phát hiện miễn dịch bất thường","Abnormal findings in cerebrospinal fluid, abnormal immunological findings"
R83.5,"Phát hiện bất thường trong dịch não tủy, phát hiện vi sinh bất thường","Abnormal findings in cerebrospinal fluid, abnormal microbiological findings"
R83.6,"Phát hiện bất thường trong dịch não tủy, phát hiện tế bào bất thường","Abnormal findings in cerebrospinal fluid, abnormal cytological findings"
R83.7,"Phát hiện bất thường trong dịch não tủy, phát hiện mô học bất thường","Abnormal findings in cerebrospinal fluid, abnormal histological findings"
R83.8,"Phát hiện bất thường trong dịch não tủy, phát hiện bất thường khác","Abnormal findings in cerebrospinal fluid, other abnormal findings"
R83.9,"Phát hiện bất thường trong dịch não tủy, phát hiện bất thường không xác định","Abnormal findings in cerebrospinal fluid, unspecified abnormal finding"
R84,Phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và/hoặc lồng ngực,Abnormal findings in specimens from respiratory organs and thorax
R84.0,"Phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và/hoặc lồng ngực, nồng độ enzym bất thường","Abnormal findings in specimens from respiratory organs and thorax, abnormal level of enzymes"
R84.1,"Phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và/hoặc lồng ngực, nồng độ nội tiết tố [hormon] bất thường","Abnormal findings in specimens from respiratory organs and thorax, abnormal level of hormones"
R84.2,"Phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và/hoặc lồng ngực, nồng độ dược chất, thuốc điều trị và/hoặc sinh phẩm bất thường","Abnormal findings in specimens from respiratory organs and thorax, abnormal level of other drugs, medicaments and biological substances"
R84.3,"Phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và/hoặc lồng ngực, nồng độ bất thường của chất có nguồn gốc chủ yếu không phải là thuốc","Abnormal findings in specimens from respiratory organs and thorax, abnormal level of substances chiefly nonmedicinal as to source"
R84.4,"Phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và/hoặc lồng ngực, phát hiện miễn dịch bất thường","Abnormal findings in specimens from respiratory organs and thorax, abnormal immunological findings"
R84.5,"Phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và/hoặc lồng ngực, phát hiện vi sinh bất thường","Abnormal findings in specimens from respiratory organs and thorax, abnormal microbiological findings"
R84.6,"Phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và/hoặc lồng ngực, phát hiện tế bào bất thường","Abnormal findings in specimens from respiratory organs and thorax, abnormal cytological findings"
R84.7,"Phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và/hoặc lồng ngực, phát hiện mô học bất thường","Abnormal findings in specimens from respiratory organs and thorax, abnormal histological findings"
R84.8,"Phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và/hoặc lồng ngực, phát hiện bất thường khác","Abnormal findings in specimens from respiratory organs and thorax, other abnormal findings"
R84.9,"Phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan hô hấp và/hoặc lồng ngực, phát hiện bất thường không xác định","Abnormal findings in specimens from respiratory organs and thorax, unspecified abnormal finding"
R85,Phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan tiêu hóa và/hoặc ổ bụng,Abnormal findings in specimens from digestive organs and abdominal cavity
R85.0,"Phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan tiêu hóa và/hoặc ổ bụng, nồng độ enzym bất thường","Abnormal findings in specimens from digestive organs and abdominal cavity, abnormal level of enzymes"
R85.1,"Phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan tiêu hóa và/hoặc ổ bụng, nồng độ nội tiết tố [hormon] bất thường","Abnormal findings in specimens from digestive organs and abdominal cavity, abnormal level of hormones"
R85.2,"Phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan tiêu hóa và/hoặc ổ bụng, nồng độ dược chất, thuốc điều trị và/hoặc sinh phẩm bất thường","Abnormal findings in specimens from digestive organs and abdominal cavity, abnormal level of other drugs, medicaments and biological substances"
R85.3,"Phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan tiêu hóa và/hoặc ổ bụng, nồng độ bất thường của chất có nguồn gốc chủ yếu không phải là thuốc","Abnormal findings in specimens from digestive organs and abdominal cavity, abnormal level of substances chiefly nonmedicinal as to source"
R85.4,"Phát hiện bất thường trong mẫu bệnh phẩm từ cơ quan tiêu hóa và/hoặc ổ bụng, phát hiện miễn dịch bất thường","Abnormal findings in specimens from digestive organs and abdominal cavity, abnormal immunological findings"
